UF,Municipios,Alias
SE,BARRA DOS COQUEIROS,BARRA DOS COQUEIROS
SE,BOQUIM,BOQUIM
SE,BREJO GRANDE,BREJO GRANDE
SE,CAMPO DO BRITO,CAMPO DO BRITO
SE,CANHOBA,CANHOBA
SE,CANINDE DE SAO FRANCISCO,CANINDE DE SAO FRANCISCO
SE,CAPELA,CAPELA
SE,CARIRA,CARIRA
SE,CARMOPOLIS,CARMOPOLIS
SE,CEDRO DE SAO JOAO,CEDRO DE SAO JOAO
SE,CRISTINAPOLIS,CRISTINAPOLIS
SE,CUMBE,CUMBE
SE,DIVINA PASTORA,DIVINA PASTORA
SE,ESTANCIA,ESTANCIA
SE,FEIRA NOVA,FEIRA NOVA
SE,FREI PAULO,FREI PAULO
SE,GARARU,GARARU
SE,GENERAL MAYNARD,GENERAL MAYNARD
SE,GRACHO CARDOSO,GRACHO CARDOSO
SE,ILHA DAS FLORES,ILHA DAS FLORES
SE,INDIAROBA,INDIAROBA
SE,ITABAIANA,ITABAIANA
SE,ITABAIANINHA,ITABAIANINHA
SE,ITABI,ITABI
SE,ITAPORANGA D´AJUDA,ITAPORANGA D´AJUDA
SE,JAPARATUBA,JAPARATUBA
SE,JAPOATA,JAPOATA
SE,LAGARTO,LAGARTO
SE,LARANJEIRAS,LARANJEIRAS
SE,MACAMBIRA,MACAMBIRA
SE,MALHADA DOS BOIS,MALHADA DOS BOIS
SE,MALHADOR,MALHADOR
SE,MARUIM,MARUIM
SE,MOITA BONITA,MOITA BONITA
SE,MONTE ALEGRE DE SERGIPE,MONTE ALEGRE DE SERGIPE
SE,MURIBECA,MURIBECA
SE,NEOPOLIS,NEOPOLIS
SE,NOSSA SENHORA APARECIDA,NOSSA SENHORA APARECIDA
SE,NOSSA SENHORA DA GLORIA,NOSSA SENHORA DA GLORIA
SE,NOSSA SENHORA DAS DORES,NOSSA SENHORA DAS DORES
SE,NOSSA SENHORA DE LOURDES,NOSSA SENHORA DE LOURDES
SE,NOSSA SENHORA DO SOCORRO,NOSSA SENHORA DO SOCORRO
SE,PACATUBA,PACATUBA
SE,PEDRA MOLE,PEDRA MOLE
SE,PEDRINHAS,PEDRINHAS
SE,PINHAO,PINHAO
SE,PIRAMBU,PIRAMBU
SE,POCO REDONDO,POCO REDONDO
SE,POCO VERDE,POCO VERDE
SE,PORTO DA FOLHA,PORTO DA FOLHA
SE,PROPRIA,PROPRIA
SE,RIACHAO DO DANTAS,RIACHAO DO DANTAS
SE,RIACHUELO,RIACHUELO
SE,RIBEIROPOLIS,RIBEIROPOLIS
SE,ROSARIO DO CATETE,ROSARIO DO CATETE
SE,SALGADO,SALGADO
SE,SANTA LUZIA DO ITANHY,SANTA LUZIA DO ITANHY
SE,SANTANA DO SAO FRANCISCO,SANTANA DO SAO FRANCISCO
SE,SANTA ROSA DE LIMA,SANTA ROSA DE LIMA
SE,SANTO AMARO DAS BROTAS,SANTO AMARO DAS BROTAS
SE,SAO CRISTOVAO,SAO CRISTOVAO
SE,SAO DOMINGOS,SAO DOMINGOS
SE,SAO FRANCISCO,SAO FRANCISCO
SE,SAO MIGUEL DO ALEIXO,SAO MIGUEL DO ALEIXO
SE,SIMAO DIAS,SIMAO DIAS
SE,SIRIRI,SIRIRI
SE,TELHA,TELHA
SE,TOBIAS BARRETO,TOBIAS BARRETO
SE,TOMAR DO GERU,TOMAR DO GERU
SE,UMBAUBA,UMBAUBA
BA,ABAIRA,ABAIRA
BA,ABARE,ABARE
BA,ACAJUTIBA,ACAJUTIBA
BA,ADUSTINA,ADUSTINA
BA,AGUA FRIA,AGUA FRIA
BA,ERICO CARDOSO,ERICO CARDOSO
BA,AIQUARA,AIQUARA
BA,ALAGOINHAS,ALAGOINHAS
BA,ALCOBACA,ALCOBACA
BA,ALMADINA,ALMADINA
BA,AMARGOSA,AMARGOSA
BA,AMELIA RODRIGUES,AMELIA RODRIGUES
BA,AMERICA DOURADA,AMERICA DOURADA
BA,ANAGE,ANAGE
BA,ANDARAI,ANDARAI
BA,ANDORINHA,ANDORINHA
BA,ANGICAL,ANGICAL
BA,ANGUERA,ANGUERA
BA,ANTAS,ANTAS
BA,ANTONIO CARDOSO,ANTONIO CARDOSO
BA,ANTONIO GONCALVES,ANTONIO GONCALVES
BA,APORA,APORA
BA,APUAREMA,APUAREMA
BA,ARACATU,ARACATU
BA,ARACAS,ARACAS
BA,ARACI,ARACI
BA,ARAMARI,ARAMARI
BA,ARATACA,ARATACA
BA,ARATUIPE,ARATUIPE
BA,AURELINO LEAL,AURELINO LEAL
BA,BAIANOPOLIS,BAIANOPOLIS
BA,BAIXA GRANDE,BAIXA GRANDE
BA,BANZAE,BANZAE
BA,BARRA,BARRA
BA,BARRA DA ESTIVA,BARRA DA ESTIVA
BA,BARRA DO CHOCA,BARRA DO CHOCA
BA,BARRA DO MENDES,BARRA DO MENDES
BA,BARRA DO ROCHA,BARRA DO ROCHA
BA,BARREIRAS,BARREIRAS
BA,BARRO ALTO,BARRO ALTO
BA,BARROCAS,BARROCAS
BA,GOVERNADOR LOMANTO JUNIOR,GOVERNADOR LOMANTO JUNIOR
BA,BELMONTE,BELMONTE
BA,BELO CAMPO,BELO CAMPO
BA,BIRITINGA,BIRITINGA
BA,BOA NOVA,BOA NOVA
BA,BOA VISTA DO TUPIM,BOA VISTA DO TUPIM
BA,BOM JESUS DA LAPA,BOM JESUS DA LAPA
BA,BOM JESUS DA SERRA,BOM JESUS DA SERRA
BA,BONINAL,BONINAL
BA,BONITO,BONITO
BA,BOQUIRA,BOQUIRA
BA,BOTUPORA,BOTUPORA
BA,BREJOES,BREJOES
BA,BREJOLANDIA,BREJOLANDIA
BA,BROTAS DE MACAUBAS,BROTAS DE MACAUBAS
BA,BRUMADO,BRUMADO
BA,BUERAREMA,BUERAREMA
BA,BURITIRAMA,BURITIRAMA
BA,CAATIBA,CAATIBA
BA,CABACEIRAS DO PARAGUACU,CABACEIRAS DO PARAGUACU
BA,CACHOEIRA,CACHOEIRA
BA,CACULE,CACULE
BA,CAEM,CAEM
BA,CAETANOS,CAETANOS
BA,CAETITE,CAETITE
BA,CAFARNAUM,CAFARNAUM
BA,CAIRU,CAIRU
BA,CALDEIRAO GRANDE,CALDEIRAO GRANDE
BA,CAMACAN,CAMACAN
BA,CAMACARI,CAMACARI
BA,CAMAMU,CAMAMU
BA,CAMPO ALEGRE DE LOURDES,CAMPO ALEGRE DE LOURDES
BA,CAMPO FORMOSO,CAMPO FORMOSO
BA,CANAPOLIS,CANAPOLIS
BA,CANARANA,CANARANA
BA,CANAVIEIRAS,CANAVIEIRAS
BA,CANDEAL,CANDEAL
BA,CANDEIAS,CANDEIAS
BA,CANDIBA,CANDIBA
BA,CANDIDO SALES,CANDIDO SALES
BA,CANSANCAO,CANSANCAO
BA,CANUDOS,CANUDOS
BA,CAPELA DO ALTO ALEGRE,CAPELA DO ALTO ALEGRE
BA,CAPIM GROSSO,CAPIM GROSSO
BA,CARAIBAS,CARAIBAS
BA,CARAVELAS,CARAVELAS
BA,CARDEAL DA SILVA,CARDEAL DA SILVA
BA,CARINHANHA,CARINHANHA
BA,CASA NOVA,CASA NOVA
BA,CASTRO ALVES,CASTRO ALVES
BA,CATOLANDIA,CATOLANDIA
BA,CATU,CATU
BA,CATURAMA,CATURAMA
BA,CENTRAL,CENTRAL
BA,CHORROCHO,CHORROCHO
BA,CICERO DANTAS,CICERO DANTAS
BA,CIPO,CIPO
BA,COARACI,COARACI
BA,COCOS,COCOS
BA,CONCEICAO DA FEIRA,CONCEICAO DA FEIRA
BA,CONCEICAO DO ALMEIDA,CONCEICAO DO ALMEIDA
BA,CONCEICAO DO COITE,CONCEICAO DO COITE
BA,CONCEICAO DO JACUIPE,CONCEICAO DO JACUIPE
BA,CONDE,CONDE
BA,CONDEUBA,CONDEUBA
BA,CONTENDAS DO SINCORA,CONTENDAS DO SINCORA
BA,CORACAO DE MARIA,CORACAO DE MARIA
BA,CORDEIROS,CORDEIROS
BA,CORIBE,CORIBE
BA,CORONEL JOAO SA,CORONEL JOAO SA
BA,CORRENTINA,CORRENTINA
BA,COTEGIPE,COTEGIPE
BA,CRAVOLANDIA,CRAVOLANDIA
BA,CRISOPOLIS,CRISOPOLIS
BA,CRISTOPOLIS,CRISTOPOLIS
BA,CRUZ DAS ALMAS,CRUZ DAS ALMAS
BA,CURACA,CURACA
BA,DARIO MEIRA,DARIO MEIRA
BA,DIAS D´AVILA,DIAS D´AVILA
BA,DOM BASILIO,DOM BASILIO
BA,DOM MACEDO COSTA,DOM MACEDO COSTA
BA,ELISIO MEDRADO,ELISIO MEDRADO
BA,ENCRUZILHADA,ENCRUZILHADA
BA,ENTRE RIOS,ENTRE RIOS
BA,ESPLANADA,ESPLANADA
BA,EUCLIDES DA CUNHA,EUCLIDES DA CUNHA
BA,EUNAPOLIS,EUNAPOLIS
BA,FATIMA,FATIMA
BA,FEIRA DA MATA,FEIRA DA MATA
BA,FEIRA DE SANTANA,FEIRA DE SANTANA
BA,FILADELFIA,FILADELFIA
BA,FIRMINO ALVES,FIRMINO ALVES
BA,FLORESTA AZUL,FLORESTA AZUL
BA,FORMOSA DO RIO PRETO,FORMOSA DO RIO PRETO
BA,GANDU,GANDU
BA,GAVIAO,GAVIAO
BA,GENTIO DO OURO,GENTIO DO OURO
BA,GLORIA,GLORIA
BA,GONGOGI,GONGOGI
BA,GOVERNADOR MANGABEIRA,GOVERNADOR MANGABEIRA
BA,GUAJERU,GUAJERU
BA,GUANAMBI,GUANAMBI
BA,GUARATINGA,GUARATINGA
BA,HELIOPOLIS,HELIOPOLIS
BA,IACU,IACU
BA,IBIASSUCE,IBIASSUCE
BA,IBICARAI,IBICARAI
BA,IBICOARA,IBICOARA
BA,IBICUI,IBICUI
BA,IBIPEBA,IBIPEBA
BA,IBIPITANGA,IBIPITANGA
BA,IBIQUERA,IBIQUERA
BA,IBIRAPITANGA,IBIRAPITANGA
BA,IBIRAPUA,IBIRAPUA
BA,IBIRATAIA,IBIRATAIA
BA,IBITIARA,IBITIARA
BA,IBITITA,IBITITA
BA,IBOTIRAMA,IBOTIRAMA
BA,ICHU,ICHU
BA,IGAPORA,IGAPORA
BA,IGRAPIUNA,IGRAPIUNA
BA,IGUAI,IGUAI
BA,ILHEUS,ILHEUS
BA,INHAMBUPE,INHAMBUPE
BA,IPECAETA,IPECAETA
BA,IPIAU,IPIAU
BA,IPIRA,IPIRA
BA,IPUPIARA,IPUPIARA
BA,IRAJUBA,IRAJUBA
BA,IRAMAIA,IRAMAIA
BA,IRAQUARA,IRAQUARA
BA,IRARA,IRARA
BA,IRECE,IRECE
BA,ITABELA,ITABELA
BA,ITABERABA,ITABERABA
BA,ITABUNA,ITABUNA
BA,ITACARE,ITACARE
BA,ITAETE,ITAETE
BA,ITAGI,ITAGI
BA,ITAGIBA,ITAGIBA
BA,ITAGIMIRIM,ITAGIMIRIM
BA,ITAGUACU DA BAHIA,ITAGUACU DA BAHIA
BA,ITAJU DO COLONIA,ITAJU DO COLONIA
BA,ITAJUIPE,ITAJUIPE
BA,ITAMARAJU,ITAMARAJU
BA,ITAMARI,ITAMARI
BA,ITAMBE,ITAMBE
BA,ITANAGRA,ITANAGRA
BA,ITANHEM,ITANHEM
BA,ITAPARICA,ITAPARICA
BA,ITAPE,ITAPE
BA,ITAPEBI,ITAPEBI
BA,ITAPETINGA,ITAPETINGA
BA,ITAPICURU,ITAPICURU
BA,ITAPITANGA,ITAPITANGA
BA,ITAQUARA,ITAQUARA
BA,ITARANTIM,ITARANTIM
BA,ITATIM,ITATIM
BA,ITIRUCU,ITIRUCU
BA,ITIUBA,ITIUBA
BA,ITORORO,ITORORO
BA,ITUACU,ITUACU
BA,ITUBERA,ITUBERA
BA,IUIU,IUIU
BA,JABORANDI,JABORANDI
BA,JACARACI,JACARACI
BA,JACOBINA,JACOBINA
BA,JAGUAQUARA,JAGUAQUARA
BA,JAGUARARI,JAGUARARI
BA,JAGUARIPE,JAGUARIPE
BA,JANDAIRA,JANDAIRA
BA,JEQUIE,JEQUIE
BA,JEREMOABO,JEREMOABO
BA,JIQUIRICA,JIQUIRICA
BA,JITAUNA,JITAUNA
BA,JOAO DOURADO,JOAO DOURADO
BA,JUAZEIRO,JUAZEIRO
BA,JUCURUCU,JUCURUCU
BA,JUSSARA,JUSSARA
BA,JUSSARI,JUSSARI
BA,JUSSIAPE,JUSSIAPE
BA,LAFAIETE COUTINHO,LAFAIETE COUTINHO
BA,LAGOA REAL,LAGOA REAL
BA,LAJE,LAJE
BA,LAJEDAO,LAJEDAO
BA,LAJEDINHO,LAJEDINHO
BA,LAJEDO DO TABOCAL,LAJEDO DO TABOCAL
BA,LAMARAO,LAMARAO
BA,LAPAO,LAPAO
BA,LAURO DE FREITAS,LAURO DE FREITAS
BA,LENCOIS,LENCOIS
BA,LICINIO DE ALMEIDA,LICINIO DE ALMEIDA
BA,LIVRAMENTO DE NOSSA SENHORA,LIVRAMENTO DE NOSSA SENHORA
BA,LUIS EDUARDO MAGALHAES,LUIS EDUARDO MAGALHAES
BA,MACAJUBA,MACAJUBA
BA,MACARANI,MACARANI
BA,MACAUBAS,MACAUBAS
BA,MACURURE,MACURURE
BA,MADRE DE DEUS,MADRE DE DEUS
BA,MAETINGA,MAETINGA
BA,MAIQUINIQUE,MAIQUINIQUE
BA,MAIRI,MAIRI
BA,MALHADA,MALHADA
BA,MALHADA DE PEDRAS,MALHADA DE PEDRAS
BA,MANOEL VITORINO,MANOEL VITORINO
BA,MANSIDAO,MANSIDAO
BA,MARACAS,MARACAS
BA,MARAGOGIPE,MARAGOGIPE
BA,MARAU,MARAU
BA,MARCIONILIO SOUZA,MARCIONILIO SOUZA
BA,MASCOTE,MASCOTE
BA,MATA DE SAO JOAO,MATA DE SAO JOAO
BA,MATINA,MATINA
BA,MEDEIROS NETO,MEDEIROS NETO
BA,MIGUEL CALMON,MIGUEL CALMON
BA,MILAGRES,MILAGRES
BA,MIRANGABA,MIRANGABA
BA,MIRANTE,MIRANTE
BA,MONTE SANTO,MONTE SANTO
BA,MORPARA,MORPARA
BA,MORRO DO CHAPEU,MORRO DO CHAPEU
BA,MORTUGABA,MORTUGABA
BA,MUCUGE,MUCUGE
BA,MUCURI,MUCURI
BA,MULUNGU DO MORRO,MULUNGU DO MORRO
BA,MUNDO NOVO,MUNDO NOVO
BA,MUNIZ FERREIRA,MUNIZ FERREIRA
BA,MUQUEM DE SAO FRANCISCO,MUQUEM DE SAO FRANCISCO
BA,MURITIBA,MURITIBA
BA,MUTUIPE,MUTUIPE
BA,NAZARE,NAZARE
BA,NILO PECANHA,NILO PECANHA
BA,NORDESTINA,NORDESTINA
BA,NOVA CANAA,NOVA CANAA
BA,NOVA FATIMA,NOVA FATIMA
BA,NOVA IBIA,NOVA IBIA
BA,NOVA ITARANA,NOVA ITARANA
BA,NOVA REDENCAO,NOVA REDENCAO
BA,NOVA SOURE,NOVA SOURE
BA,NOVA VICOSA,NOVA VICOSA
BA,NOVO HORIZONTE,NOVO HORIZONTE
BA,NOVO TRIUNFO,NOVO TRIUNFO
BA,OLINDINA,OLINDINA
BA,OLIVEIRA DOS BREJINHOS,OLIVEIRA DOS BREJINHOS
BA,OURICANGAS,OURICANGAS
BA,OUROLANDIA,OUROLANDIA
BA,PALMAS DE MONTE ALTO,PALMAS DE MONTE ALTO
BA,PALMEIRAS,PALMEIRAS
BA,PARAMIRIM,PARAMIRIM
BA,PARATINGA,PARATINGA
BA,PARIPIRANGA,PARIPIRANGA
BA,PAU BRASIL,PAU BRASIL
BA,PAULO AFONSO,PAULO AFONSO
BA,PE DE SERRA,PE DE SERRA
BA,PEDRAO,PEDRAO
BA,PEDRO ALEXANDRE,PEDRO ALEXANDRE
BA,PIATA,PIATA
BA,PILAO ARCADO,PILAO ARCADO
BA,PINDAI,PINDAI
BA,PINDOBACU,PINDOBACU
BA,PINTADAS,PINTADAS
BA,PIRAI DO NORTE,PIRAI DO NORTE
BA,PIRIPA,PIRIPA
BA,PIRITIBA,PIRITIBA
BA,PLANALTINO,PLANALTINO
BA,PLANALTO,PLANALTO
BA,POCOES,POCOES
BA,POJUCA,POJUCA
BA,PONTO NOVO,PONTO NOVO
BA,PORTO SEGURO,PORTO SEGURO
BA,POTIRAGUA,POTIRAGUA
BA,PRADO,PRADO
BA,PRESIDENTE DUTRA,PRESIDENTE DUTRA
BA,PRESIDENTE JANIO QUADROS,PRESIDENTE JANIO QUADROS
BA,PRESIDENTE TANCREDO NEVES,PRESIDENTE TANCREDO NEVES
BA,QUEIMADAS,QUEIMADAS
BA,QUIJINGUE,QUIJINGUE
BA,QUIXABEIRA,QUIXABEIRA
BA,RAFAEL JAMBEIRO,RAFAEL JAMBEIRO
BA,REMANSO,REMANSO
BA,RETIROLANDIA,RETIROLANDIA
BA,RIACHAO DAS NEVES,RIACHAO DAS NEVES
BA,RIACHAO DO JACUIPE,RIACHAO DO JACUIPE
BA,RIACHO DE SANTANA,RIACHO DE SANTANA
BA,RIBEIRA DO AMPARO,RIBEIRA DO AMPARO
BA,RIBEIRA DO POMBAL,RIBEIRA DO POMBAL
BA,RIBEIRAO DO LARGO,RIBEIRAO DO LARGO
BA,RIO DE CONTAS,RIO DE CONTAS
BA,RIO DO ANTONIO,RIO DO ANTONIO
BA,RIO DO PIRES,RIO DO PIRES
BA,RIO REAL,RIO REAL
BA,RODELAS,RODELAS
BA,RUY BARBOSA,RUY BARBOSA
BA,SALINAS DA MARGARIDA,SALINAS DA MARGARIDA
BA,SALVADOR,SALVADOR
BA,SANTA BARBARA,SANTA BARBARA
BA,SANTA BRIGIDA,SANTA BRIGIDA
BA,SANTA CRUZ CABRALIA,SANTA CRUZ CABRALIA
BA,SANTA CRUZ DA VITORIA,SANTA CRUZ DA VITORIA
BA,SANTA INES,SANTA INES
BA,SANTALUZ,SANTALUZ
BA,SANTA LUZIA,SANTA LUZIA
BA,SANTA MARIA DA VITORIA,SANTA MARIA DA VITORIA
BA,SANTANA,SANTANA
BA,SANTANOPOLIS,SANTANOPOLIS
BA,SANTA RITA DE CASSIA,SANTA RITA DE CASSIA
BA,SANTA TERESINHA,SANTA TERESINHA
BA,SANTO AMARO,SANTO AMARO
BA,SANTO ANTONIO DE JESUS,SANTO ANTONIO DE JESUS
BA,SANTO ESTEVAO,SANTO ESTEVAO
BA,SAO DESIDERIO,SAO DESIDERIO
BA,SAO DOMINGOS,SAO DOMINGOS
BA,SAO FELIX,SAO FELIX
BA,SAO FELIX DO CORIBE,SAO FELIX DO CORIBE
BA,SAO FELIPE,SAO FELIPE
BA,SAO FRANCISCO DO CONDE,SAO FRANCISCO DO CONDE
BA,SAO GABRIEL,SAO GABRIEL
BA,SAO GONCALO DOS CAMPOS,SAO GONCALO DOS CAMPOS
BA,SAO JOSE DA VITORIA,SAO JOSE DA VITORIA
BA,SAO JOSE DO JACUIPE,SAO JOSE DO JACUIPE
BA,SAO MIGUEL DAS MATAS,SAO MIGUEL DAS MATAS
BA,SAO SEBASTIAO DO PASSE,SAO SEBASTIAO DO PASSE
BA,SAPEACU,SAPEACU
BA,SATIRO DIAS,SATIRO DIAS
BA,SAUBARA,SAUBARA
BA,SAUDE,SAUDE
BA,SEABRA,SEABRA
BA,SEBASTIAO LARANJEIRAS,SEBASTIAO LARANJEIRAS
BA,SENHOR DO BONFIM,SENHOR DO BONFIM
BA,SERRA DO RAMALHO,SERRA DO RAMALHO
BA,SENTO SE,SENTO SE
BA,SERRA DOURADA,SERRA DOURADA
BA,SERRA PRETA,SERRA PRETA
BA,SERRINHA,SERRINHA
BA,SERROLANDIA,SERROLANDIA
BA,SIMOES FILHO,SIMOES FILHO
BA,SITIO DO MATO,SITIO DO MATO
BA,SITIO DO QUINTO,SITIO DO QUINTO
BA,SOBRADINHO,SOBRADINHO
BA,SOUTO SOARES,SOUTO SOARES
BA,TABOCAS DO BREJO VELHO,TABOCAS DO BREJO VELHO
BA,TANHACU,TANHACU
BA,TANQUE NOVO,TANQUE NOVO
BA,TANQUINHO,TANQUINHO
BA,TAPEROA,TAPEROA
BA,TAPIRAMUTA,TAPIRAMUTA
BA,TEIXEIRA DE FREITAS,TEIXEIRA DE FREITAS
BA,TEODORO SAMPAIO,TEODORO SAMPAIO
BA,TEOFILANDIA,TEOFILANDIA
BA,TEOLANDIA,TEOLANDIA
BA,TERRA NOVA,TERRA NOVA
BA,TREMEDAL,TREMEDAL
BA,TUCANO,TUCANO
BA,UAUA,UAUA
BA,UBAIRA,UBAIRA
BA,UBAITABA,UBAITABA
BA,UBATA,UBATA
BA,UIBAI,UIBAI
BA,UMBURANAS,UMBURANAS
BA,UNA,UNA
BA,URANDI,URANDI
BA,URUCUCA,URUCUCA
BA,UTINGA,UTINGA
BA,VALENCA,VALENCA
BA,VALENTE,VALENTE
BA,VARZEA DA ROCA,VARZEA DA ROCA
BA,VARZEA DO POCO,VARZEA DO POCO
BA,VARZEA NOVA,VARZEA NOVA
BA,VARZEDO,VARZEDO
BA,VERA CRUZ,VERA CRUZ
BA,VEREDA,VEREDA
BA,VITORIA DA CONQUISTA,VITORIA DA CONQUISTA
BA,WAGNER,WAGNER
BA,WANDERLEY,WANDERLEY
BA,WENCESLAU GUIMARAES,WENCESLAU GUIMARAES
BA,XIQUE-XIQUE,XIQUE-XIQUE
MG,CACHOEIRA DOURADA,CACHOEIRA DOURADA
MG,CURRAL DE DENTRO,CURRAL DE DENTRO
MG,DELFIM MOREIRA,DELFIM MOREIRA
MG,DIVISA ALEGRE,DIVISA ALEGRE
MG,DIVISOPOLIS,DIVISOPOLIS
MG,DOM BOSCO,DOM BOSCO
MG,ENGENHEIRO CALDAS,ENGENHEIRO CALDAS
MG,ESPINOSA,ESPINOSA
MG,ESTIVA,ESTIVA
MG,FRANCISCO BADARO,FRANCISCO BADARO
MG,FRANCISCOPOLIS,FRANCISCOPOLIS
MG,FREI GASPAR,FREI GASPAR
MG,FRONTEIRA DOS VALES,FRONTEIRA DOS VALES
MG,FRUTA DE LEITE,FRUTA DE LEITE
MG,FRUTAL,FRUTAL
MG,GOIABEIRA,GOIABEIRA
MG,GUARANESIA,GUARANESIA
MG,GUARDA-MOR,GUARDA-MOR
MG,GUAXUPE,GUAXUPE
MG,MONTE CARMELO,MONTE CARMELO
MG,SANTA BARBARA,SANTA BARBARA
ES,AFONSO CLAUDIO,AFONSO CLAUDIO
ES,AGUIA BRANCA,AGUIA BRANCA
ES,AGUA DOCE DO NORTE,AGUA DOCE DO NORTE
ES,ALEGRE,ALEGRE
ES,ALFREDO CHAVES,ALFREDO CHAVES
ES,ALTO RIO NOVO,ALTO RIO NOVO
ES,ANCHIETA,ANCHIETA
ES,APIACA,APIACA
ES,ARACRUZ,ARACRUZ
ES,ATILIO VIVACQUA,ATILIO VIVACQUA
ES,BAIXO GUANDU,BAIXO GUANDU
ES,BARRA DE SAO FRANCISCO,BARRA DE SAO FRANCISCO
ES,BOA ESPERANCA,BOA ESPERANCA
ES,BOM JESUS DO NORTE,BOM JESUS DO NORTE
ES,BREJETUBA,BREJETUBA
ES,CACHOEIRO DE ITAPEMIRIM,CACHOEIRO DE ITAPEMIRIM
ES,CARIACICA,CARIACICA
ES,CASTELO,CASTELO
ES,COLATINA,COLATINA
ES,CONCEICAO DA BARRA,CONCEICAO DA BARRA
ES,CONCEICAO DO CASTELO,CONCEICAO DO CASTELO
ES,DIVINO DE SAO LOURENCO,DIVINO DE SAO LOURENCO
ES,DOMINGOS MARTINS,DOMINGOS MARTINS
ES,DORES DO RIO PRETO,DORES DO RIO PRETO
ES,ECOPORANGA,ECOPORANGA
ES,FUNDAO,FUNDAO
ES,GOVERNADOR LINDENBERG,GOVERNADOR LINDENBERG
ES,GUACUI,GUACUI
ES,GUARAPARI,GUARAPARI
ES,IBATIBA,IBATIBA
ES,IBIRACU,IBIRACU
ES,IBITIRAMA,IBITIRAMA
ES,ICONHA,ICONHA
ES,IRUPI,IRUPI
ES,ITAGUACU,ITAGUACU
ES,ITAPEMIRIM,ITAPEMIRIM
ES,ITARANA,ITARANA
ES,IUNA,IUNA
ES,JAGUARE,JAGUARE
ES,JERONIMO MONTEIRO,JERONIMO MONTEIRO
ES,JOAO NEIVA,JOAO NEIVA
ES,LARANJA DA TERRA,LARANJA DA TERRA
ES,LINHARES,LINHARES
ES,MANTENOPOLIS,MANTENOPOLIS
ES,MARATAIZES,MARATAIZES
ES,MARECHAL FLORIANO,MARECHAL FLORIANO
ES,MARILANDIA,MARILANDIA
ES,MIMOSO DO SUL,MIMOSO DO SUL
ES,MONTANHA,MONTANHA
ES,MUCURICI,MUCURICI
ES,MUNIZ FREIRE,MUNIZ FREIRE
ES,MUQUI,MUQUI
ES,NOVA VENECIA,NOVA VENECIA
ES,PANCAS,PANCAS
ES,PEDRO CANARIO,PEDRO CANARIO
ES,PINHEIROS,PINHEIROS
ES,PIUMA,PIUMA
ES,PONTO BELO,PONTO BELO
ES,PRESIDENTE KENNEDY,PRESIDENTE KENNEDY
ES,RIO BANANAL,RIO BANANAL
ES,RIO NOVO DO SUL,RIO NOVO DO SUL
ES,SANTA LEOPOLDINA,SANTA LEOPOLDINA
ES,SANTA MARIA DE JETIBA,SANTA MARIA DE JETIBA
ES,SANTA TERESA,SANTA TERESA
ES,SAO DOMINGOS DO NORTE,SAO DOMINGOS DO NORTE
ES,SAO GABRIEL DA PALHA,SAO GABRIEL DA PALHA
ES,SAO JOSE DO CALCADO,SAO JOSE DO CALCADO
ES,SAO MATEUS,SAO MATEUS
ES,SAO ROQUE DO CANAA,SAO ROQUE DO CANAA
ES,SERRA,SERRA
ES,SOORETAMA,SOORETAMA
ES,VARGEM ALTA,VARGEM ALTA
ES,VENDA NOVA DO IMIGRANTE,VENDA NOVA DO IMIGRANTE
ES,VIANA,VIANA
ES,VILA PAVAO,VILA PAVAO
ES,VILA VALERIO,VILA VALERIO
ES,VILA VELHA,VILA VELHA
ES,VITORIA,VITORIA
RJ,MESQUITA,MESQUITA
RJ,PARATI,PARATI
RJ,RIO CLARO,RIO CLARO
SP,CANANEIA,CANANEIA
SP,CORUMBATAI,CORUMBATAI
SP,ITAOCA,ITAOCA
SP,MOJI DAS CRUZES,MOJI DAS CRUZES
SP,SAO FRANCISCO,SAO FRANCISCO
SP,SAO SIMAO,SAO SIMAO
SP,TAPIRAI,TAPIRAI
SP,TURMALINA,TURMALINA
PR,ABATIA,ABATIA
PR,ADRIANOPOLIS,ADRIANOPOLIS
PR,AGUDOS DO SUL,AGUDOS DO SUL
PR,ALMIRANTE TAMANDARE,ALMIRANTE TAMANDARE
PR,ALTAMIRA DO PARANA,ALTAMIRA DO PARANA
PR,ALTONIA,ALTONIA
PR,ALTO PARANA,ALTO PARANA
PR,ALTO PIQUIRI,ALTO PIQUIRI
PR,ALVORADA DO SUL,ALVORADA DO SUL
PR,AMAPORA,AMAPORA
PR,AMPERE,AMPERE
PR,ANAHY,ANAHY
PR,ANDIRA,ANDIRA
PR,ANGULO,ANGULO
PR,ANTONINA,ANTONINA
PR,ANTONIO OLINTO,ANTONIO OLINTO
PR,APUCARANA,APUCARANA
PR,ARAPONGAS,ARAPONGAS
PR,ARAPOTI,ARAPOTI
PR,ARAPUA,ARAPUA
PR,ARARUNA,ARARUNA
PR,ARAUCARIA,ARAUCARIA
PR,ARIRANHA DO IVAI,ARIRANHA DO IVAI
PR,ASSAI,ASSAI
PR,ASSIS CHATEAUBRIAND,ASSIS CHATEAUBRIAND
PR,ASTORGA,ASTORGA
PR,ATALAIA,ATALAIA
PR,BALSA NOVA,BALSA NOVA
PR,BANDEIRANTES,BANDEIRANTES
PR,BARBOSA FERRAZ,BARBOSA FERRAZ
PR,BARRACAO,BARRACAO
